SNP,s_giganteum_chr_name,LG,WRC_scaffold,map_position,WRC_scaffold_length,position,accurate_pos,distance_from_origin
29380738_1081105,CM021105.1,6,29380738,224485512,7798988,1081105,225566617,225165011
29380738_1081177,CM021105.1,6,29380738,224485512,7798988,1081177,225566689,225165083
29382491_1098316,CM021105.1,6,29382491,224485847,3097296,1098316,225584163,225182557
29382491_1098331,CM021105.1,6,29382491,224485847,3097296,1098331,225584178,225182572
29382491_1098402,CM021105.1,6,29382491,224485847,3097296,1098402,225584249,225182643
29378826_1119284,CM021105.1,6,29378826,224486225,3046896,1119284,225605509,225203903
29380738_1128835,CM021105.1,6,29380738,224485512,7798988,1128835,225614347,225212741
29380738_1128888,CM021105.1,6,29380738,224485512,7798988,1128888,225614400,225212794
29377986_1147540,CM021105.1,6,29377986,224485510,2045049,1147540,225633050,225231444
29377986_1147541,CM021105.1,6,29377986,224485510,2045049,1147541,225633051,225231445
29377986_1147548,CM021105.1,6,29377986,224485510,2045049,1147548,225633058,225231452
29378826_1169695,CM021105.1,6,29378826,224486225,3046896,1169695,225655920,225254314
29378826_1169721,CM021105.1,6,29378826,224486225,3046896,1169721,225655946,225254340
29378826_1169726,CM021105.1,6,29378826,224486225,3046896,1169726,225655951,225254345
29378826_1169764,CM021105.1,6,29378826,224486225,3046896,1169764,225655989,225254383
29378688_1213170,CM021105.1,6,29378688,224485512,3207448,1213170,225698682,225297076
29379126_1214601,CM021105.1,6,29379126,224485509,3439228,1214601,225700110,225298504
29380738_1218946,CM021105.1,6,29380738,224485512,7798988,1218946,225704458,225302852
29380738_1222842,CM021105.1,6,29380738,224485512,7798988,1222842,225708354,225306748
29379126_1242568,CM021105.1,6,29379126,224485509,3439228,1242568,225728077,225326471
29379126_1242622,CM021105.1,6,29379126,224485509,3439228,1242622,225728131,225326525
29379068_1286506,CM021105.1,6,29379068,224485512,1355417,1286506,225772018,225370412
29379068_1286525,CM021105.1,6,29379068,224485512,1355417,1286525,225772037,225370431
29378832_1386849,CM021105.1,6,29378832,224485508,3896181,1386849,225872357,225470751
29378832_1386966,CM021105.1,6,29378832,224485508,3896181,1386966,225872474,225470868
29379279_1405248,CM021105.1,6,29379279,224485509,1736416,1405248,225890757,225489151
29378832_1414938,CM021105.1,6,29378832,224485508,3896181,1414938,225900446,225498840
29378832_1414980,CM021105.1,6,29378832,224485508,3896181,1414980,225900488,225498882
29378832_1415003,CM021105.1,6,29378832,224485508,3896181,1415003,225900511,225498905
29379279_1491418,CM021105.1,6,29379279,224485509,1736416,1491418,225976927,225575321
29379279_1491423,CM021105.1,6,29379279,224485509,1736416,1491423,225976932,225575326
29379279_1517705,CM021105.1,6,29379279,224485509,1736416,1517705,226003214,225601608
29379279_1517724,CM021105.1,6,29379279,224485509,1736416,1517724,226003233,225601627
29378826_1531976,CM021105.1,6,29378826,224486225,3046896,1531976,226018201,225616595
29378826_1532437,CM021105.1,6,29378826,224486225,3046896,1532437,226018662,225617056
29378826_1532438,CM021105.1,6,29378826,224486225,3046896,1532438,226018663,225617057
29378826_1534351,CM021105.1,6,29378826,224486225,3046896,1534351,226020576,225618970
29377986_1556913,CM021105.1,6,29377986,224485510,2045049,1556913,226042423,225640817
29377986_1556955,CM021105.1,6,29377986,224485510,2045049,1556955,226042465,225640859
29377986_1557013,CM021105.1,6,29377986,224485510,2045049,1557013,226042523,225640917
29377986_1557018,CM021105.1,6,29377986,224485510,2045049,1557018,226042528,225640922
29377986_1557019,CM021105.1,6,29377986,224485510,2045049,1557019,226042529,225640923
29377986_1557026,CM021105.1,6,29377986,224485510,2045049,1557026,226042536,225640930
29377986_1557055,CM021105.1,6,29377986,224485510,2045049,1557055,226042565,225640959
29377986_1557093,CM021105.1,6,29377986,224485510,2045049,1557093,226042603,225640997
29377986_1557100,CM021105.1,6,29377986,224485510,2045049,1557100,226042610,225641004
29377986_1557286,CM021105.1,6,29377986,224485510,2045049,1557286,226042796,225641190
29377986_1557295,CM021105.1,6,29377986,224485510,2045049,1557295,226042805,225641199
29377986_1568994,CM021105.1,6,29377986,224485510,2045049,1568994,226054504,225652898
29379279_1708832,CM021105.1,6,29379279,224485509,1736416,1708832,226194341,225792735
29379279_1708925,CM021105.1,6,29379279,224485509,1736416,1708925,226194434,225792828
29379279_1709077,CM021105.1,6,29379279,224485509,1736416,1709077,226194586,225792980
29379126_1749443,CM021105.1,6,29379126,224485509,3439228,1749443,226234952,225833346
29379040_1889901,CM021105.1,6,29379040,224485510,2979156,1889901,226375411,225973805
29379040_1889920,CM021105.1,6,29379040,224485510,2979156,1889920,226375430,225973824
29379126_1997420,CM021105.1,6,29379126,224485509,3439228,1997420,226482929,226081323
29379126_1997503,CM021105.1,6,29379126,224485509,3439228,1997503,226483012,226081406
29379126_1997536,CM021105.1,6,29379126,224485509,3439228,1997536,226483045,226081439
29379126_1997611,CM021105.1,6,29379126,224485509,3439228,1997611,226483120,226081514
29381294_1999194,CM021105.1,6,29381294,224485510,2491951,1999194,226484704,226083098
29381294_1999303,CM021105.1,6,29381294,224485510,2491951,1999303,226484813,226083207
29377529_96233,CM021105.1,6,29377529,226496956,5870998,96233,226593189,226191583
29377529_96261,CM021105.1,6,29377529,226496956,5870998,96261,226593217,226191611
29380568_2131524,CM021105.1,6,29380568,224485510,2617210,2131524,226617034,226215428
29379126_2165059,CM021105.1,6,29379126,224485509,3439228,2165059,226650568,226248962
29379126_2165073,CM021105.1,6,29379126,224485509,3439228,2165073,226650582,226248976
29380433_2272904,CM021105.1,6,29380433,224485510,2600919,2272904,226758414,226356808
29381101_2328661,CM021105.1,6,29381101,224485510,2994218,2328661,226814171,226412565
29381101_2328664,CM021105.1,6,29381101,224485510,2994218,2328664,226814174,226412568
29381101_2328821,CM021105.1,6,29381101,224485510,2994218,2328821,226814331,226412725
29381101_2328864,CM021105.1,6,29381101,224485510,2994218,2328864,226814374,226412768
29381129_2380557,CM021105.1,6,29381129,224485512,5396747,2380557,226866069,226464463
29380568_2382685,CM021105.1,6,29380568,224485510,2617210,2382685,226868195,226466589
29378826_2482958,CM021105.1,6,29378826,224486225,3046896,2482958,226969183,226567577
29382127_966698,CM021105.1,6,29382127,226222717,1556208,966698,227189415,226787809
29382127_966716,CM021105.1,6,29382127,226222717,1556208,966716,227189433,226787827
29382127_966717,CM021105.1,6,29382127,226222717,1556208,966717,227189434,226787828
29379040_2834439,CM021105.1,6,29379040,224485510,2979156,2834439,227319949,226918343
29379040_2834630,CM021105.1,6,29379040,224485510,2979156,2834630,227320140,226918534
29382250_3031864,CM021105.1,6,29382250,224485508,3550769,3031864,227517372,227115766
29382250_3031898,CM021105.1,6,29382250,224485508,3550769,3031898,227517406,227115800
29382250_3077496,CM021105.1,6,29382250,224485508,3550769,3077496,227563004,227161398
29382250_3078774,CM021105.1,6,29382250,224485508,3550769,3078774,227564282,227162676
29382250_3078860,CM021105.1,6,29382250,224485508,3550769,3078860,227564368,227162762
29382250_3078893,CM021105.1,6,29382250,224485508,3550769,3078893,227564401,227162795
29382250_3078899,CM021105.1,6,29382250,224485508,3550769,3078899,227564407,227162801
29382250_3078993,CM021105.1,6,29382250,224485508,3550769,3078993,227564501,227162895
29382250_3079054,CM021105.1,6,29382250,224485508,3550769,3079054,227564562,227162956
29382250_3079063,CM021105.1,6,29382250,224485508,3550769,3079063,227564571,227162965
29382250_3079092,CM021105.1,6,29382250,224485508,3550769,3079092,227564600,227162994
29382250_3079207,CM021105.1,6,29382250,224485508,3550769,3079207,227564715,227163109
29382250_3079241,CM021105.1,6,29382250,224485508,3550769,3079241,227564749,227163143
29382250_3079244,CM021105.1,6,29382250,224485508,3550769,3079244,227564752,227163146
29382250_3079275,CM021105.1,6,29382250,224485508,3550769,3079275,227564783,227163177
29382250_3079328,CM021105.1,6,29382250,224485508,3550769,3079328,227564836,227163230
29377529_1165889,CM021105.1,6,29377529,226496956,5870998,1165889,227662845,227261239
29377529_1165895,CM021105.1,6,29377529,226496956,5870998,1165895,227662851,227261245
29377529_1165964,CM021105.1,6,29377529,226496956,5870998,1165964,227662920,227261314
29377529_1167162,CM021105.1,6,29377529,226496956,5870998,1167162,227664118,227262512
29377529_1167194,CM021105.1,6,29377529,226496956,5870998,1167194,227664150,227262544
29377529_1167231,CM021105.1,6,29377529,226496956,5870998,1167231,227664187,227262581
29377529_1167255,CM021105.1,6,29377529,226496956,5870998,1167255,227664211,227262605
29377529_1167275,CM021105.1,6,29377529,226496956,5870998,1167275,227664231,227262625
29377529_1167340,CM021105.1,6,29377529,226496956,5870998,1167340,227664296,227262690
29377529_1167377,CM021105.1,6,29377529,226496956,5870998,1167377,227664333,227262727
29381129_3210361,CM021105.1,6,29381129,224485512,5396747,3210361,227695873,227294267
29381129_3210395,CM021105.1,6,29381129,224485512,5396747,3210395,227695907,227294301
29381129_3220418,CM021105.1,6,29381129,224485512,5396747,3220418,227705930,227304324
29377529_2004068,CM021105.1,6,29377529,226496956,5870998,2004068,228501024,228099418
29377529_2004147,CM021105.1,6,29377529,226496956,5870998,2004147,228501103,228099497
29377529_2004183,CM021105.1,6,29377529,226496956,5870998,2004183,228501139,228099533
29377529_2004239,CM021105.1,6,29377529,226496956,5870998,2004239,228501195,228099589
29377529_2064595,CM021105.1,6,29377529,226496956,5870998,2064595,228561551,228159945
29377529_2064638,CM021105.1,6,29377529,226496956,5870998,2064638,228561594,228159988
29377529_2164130,CM021105.1,6,29377529,226496956,5870998,2164130,228661086,228259480
29377529_2164191,CM021105.1,6,29377529,226496956,5870998,2164191,228661147,228259541
29377529_2164324,CM021105.1,6,29377529,226496956,5870998,2164324,228661280,228259674
29377529_2164344,CM021105.1,6,29377529,226496956,5870998,2164344,228661300,228259694
29377529_2164348,CM021105.1,6,29377529,226496956,5870998,2164348,228661304,228259698
29377529_2164423,CM021105.1,6,29377529,226496956,5870998,2164423,228661379,228259773
29381129_4215996,CM021105.1,6,29381129,224485512,5396747,4215996,228701508,228299902
29381129_4216158,CM021105.1,6,29381129,224485512,5396747,4216158,228701670,228300064
29377529_2713369,CM021105.1,6,29377529,226496956,5870998,2713369,229210325,228808719
29381129_4998483,CM021105.1,6,29381129,224485512,5396747,4998483,229483995,229082389
29381129_5061860,CM021105.1,6,29381129,224485512,5396747,5061860,229547372,229145766
29381129_5061875,CM021105.1,6,29381129,224485512,5396747,5061875,229547387,229145781
29381129_5061892,CM021105.1,6,29381129,224485512,5396747,5061892,229547404,229145798
29381129_5084887,CM021105.1,6,29381129,224485512,5396747,5084887,229570399,229168793
29381129_5084893,CM021105.1,6,29381129,224485512,5396747,5084893,229570405,229168799
29381129_5084902,CM021105.1,6,29381129,224485512,5396747,5084902,229570414,229168808
29377529_3414489,CM021105.1,6,29377529,226496956,5870998,3414489,229911445,229509839
29377529_3414508,CM021105.1,6,29377529,226496956,5870998,3414508,229911464,229509858
29377529_3414740,CM021105.1,6,29377529,226496956,5870998,3414740,229911696,229510090
29377529_3415113,CM021105.1,6,29377529,226496956,5870998,3415113,229912069,229510463
29377529_3415158,CM021105.1,6,29377529,226496956,5870998,3415158,229912114,229510508
29377529_3418563,CM021105.1,6,29377529,226496956,5870998,3418563,229915519,229513913
29377529_3420408,CM021105.1,6,29377529,226496956,5870998,3420408,229917364,229515758
29377529_3420760,CM021105.1,6,29377529,226496956,5870998,3420760,229917716,229516110
29380738_6798134,CM021105.1,6,29380738,224485512,7798988,6798134,231283646,230882040
29380738_7165707,CM021105.1,6,29380738,224485512,7798988,7165707,231651219,231249613
29380738_7172165,CM021105.1,6,29380738,224485512,7798988,7172165,231657677,231256071
29380738_7172218,CM021105.1,6,29380738,224485512,7798988,7172218,231657730,231256124
29380738_7172337,CM021105.1,6,29380738,224485512,7798988,7172337,231657849,231256243
29380738_7172820,CM021105.1,6,29380738,224485512,7798988,7172820,231658332,231256726
29380738_7172838,CM021105.1,6,29380738,224485512,7798988,7172838,231658350,231256744
29380738_7174090,CM021105.1,6,29380738,224485512,7798988,7174090,231659602,231257996
29380738_7174155,CM021105.1,6,29380738,224485512,7798988,7174155,231659667,231258061
29377529_5472933,CM021105.1,6,29377529,226496956,5870998,5472933,231969889,231568283
29377529_5800471,CM021105.1,6,29377529,226496956,5870998,5800471,232297427,231895821
29378825_504933,CM021105.1,6,29378825,259673853,533511,504933,260178786,259777180
29378825_504981,CM021105.1,6,29378825,259673853,533511,504981,260178834,259777228
287141251_1389,CM021105.1,6,287141251,278515994,7078,1389,278517383,278115777
287141251_1706,CM021105.1,6,287141251,278515994,7078,1706,278517700,278116094
287141251_1846,CM021105.1,6,287141251,278515994,7078,1846,278517840,278116234
29379995_1904,CM021105.1,6,29379995,326429675,3294495,1904,326431579,326029973
29364006_8632,CM021105.1,6,29364006,326429675,365716,8632,326438307,326036701
29364006_8739,CM021105.1,6,29364006,326429675,365716,8739,326438414,326036808
29364006_8836,CM021105.1,6,29364006,326429675,365716,8836,326438511,326036905
29364006_8905,CM021105.1,6,29364006,326429675,365716,8905,326438580,326036974
29364006_9063,CM021105.1,6,29364006,326429675,365716,9063,326438738,326037132
29377142_2044,CM021105.1,6,29377142,326439204,605388,2044,326441248,326039642
29377142_2045,CM021105.1,6,29377142,326439204,605388,2045,326441249,326039643
29377142_2089,CM021105.1,6,29377142,326439204,605388,2089,326441293,326039687
29378134_24950,CM021105.1,6,29378134,326429675,1931519,24950,326454625,326053019
29382370_12194,CM021105.1,6,29382370,326442899,268499,12194,326455093,326053487
29382370_12220,CM021105.1,6,29382370,326442899,268499,12220,326455119,326053513
29364006_27708,CM021105.1,6,29364006,326429675,365716,27708,326457383,326055777
29364006_27724,CM021105.1,6,29364006,326429675,365716,27724,326457399,326055793
29364006_27955,CM021105.1,6,29364006,326429675,365716,27955,326457630,326056024
29364006_28118,CM021105.1,6,29364006,326429675,365716,28118,326457793,326056187
29378133_44550,CM021105.1,6,29378133,326429675,1380310,44550,326474225,326072619
29378133_44565,CM021105.1,6,29378133,326429675,1380310,44565,326474240,326072634
29378133_44567,CM021105.1,6,29378133,326429675,1380310,44567,326474242,326072636
29378133_45389,CM021105.1,6,29378133,326429675,1380310,45389,326475064,326073458
29378133_45401,CM021105.1,6,29378133,326429675,1380310,45401,326475076,326073470
29378133_45402,CM021105.1,6,29378133,326429675,1380310,45402,326475077,326073471
29378133_45421,CM021105.1,6,29378133,326429675,1380310,45421,326475096,326073490
29364006_49095,CM021105.1,6,29364006,326429675,365716,49095,326478770,326077164
29364006_49228,CM021105.1,6,29364006,326429675,365716,49228,326478903,326077297
29364006_49330,CM021105.1,6,29364006,326429675,365716,49330,326479005,326077399
29364006_49381,CM021105.1,6,29364006,326429675,365716,49381,326479056,326077450
29364006_49551,CM021105.1,6,29364006,326429675,365716,49551,326479226,326077620
29364006_49594,CM021105.1,6,29364006,326429675,365716,49594,326479269,326077663
